PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_req=1173 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=1174 ttl=64 time=98.1 ms
64 bytes from 10.0.0.2: icmp_req=1175 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=1176 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=1177 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1178 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1179 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1180 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1181 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1182 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1183 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1184 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1185 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1186 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1187 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1189 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_req=1190 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1191 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1192 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1193 ttl=64 time=82.6 ms
64 bytes from 10.0.0.2: icmp_req=1194 ttl=64 time=95.9 ms
64 bytes from 10.0.0.2: icmp_req=1195 ttl=64 time=94.7 ms
64 bytes from 10.0.0.2: icmp_req=1196 ttl=64 time=92.5 ms
64 bytes from 10.0.0.2: icmp_req=1197 ttl=64 time=98.4 ms
64 bytes from 10.0.0.2: icmp_req=1198 ttl=64 time=96.3 ms
64 bytes from 10.0.0.2: icmp_req=1199 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1200 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1201 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1202 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1203 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1204 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1205 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1206 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1207 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1208 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1209 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1210 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1211 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1212 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1214 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_req=1217 ttl=64 time=156 ms
64 bytes from 10.0.0.2: icmp_req=1218 ttl=64 time=154 ms
64 bytes from 10.0.0.2: icmp_req=1219 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1220 ttl=64 time=84.6 ms
64 bytes from 10.0.0.2: icmp_req=1221 ttl=64 time=89.7 ms
64 bytes from 10.0.0.2: icmp_req=1222 ttl=64 time=94.8 ms
64 bytes from 10.0.0.2: icmp_req=1223 ttl=64 time=92.6 ms
64 bytes from 10.0.0.2: icmp_req=1224 ttl=64 time=98.9 ms
64 bytes from 10.0.0.2: icmp_req=1225 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1226 ttl=64 time=98.2 ms
64 bytes from 10.0.0.2: icmp_req=1227 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=1228 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=1229 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1230 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1231 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1232 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1233 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1234 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1235 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1236 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1237 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1238 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1239 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1241 ttl=64 time=158 ms
64 bytes from 10.0.0.2: icmp_req=1242 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1244 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1245 ttl=64 time=83.1 ms
64 bytes from 10.0.0.2: icmp_req=1246 ttl=64 time=96.9 ms
64 bytes from 10.0.0.2: icmp_req=1247 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1248 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1249 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1250 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1251 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1252 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=1253 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1254 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1255 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1256 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1257 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1258 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1259 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1260 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1261 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1262 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1263 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1264 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1265 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1266 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1267 ttl=64 time=96.8 ms
64 bytes from 10.0.0.2: icmp_req=1268 ttl=64 time=86.6 ms
64 bytes from 10.0.0.2: icmp_req=1269 ttl=64 time=91.7 ms
64 bytes from 10.0.0.2: icmp_req=1270 ttl=64 time=89.5 ms
64 bytes from 10.0.0.2: icmp_req=1271 ttl=64 time=94.7 ms
64 bytes from 10.0.0.2: icmp_req=1272 ttl=64 time=92.6 ms
64 bytes from 10.0.0.2: icmp_req=1273 ttl=64 time=98.5 ms
64 bytes from 10.0.0.2: icmp_req=1274 ttl=64 time=97.3 ms
64 bytes from 10.0.0.2: icmp_req=1275 ttl=64 time=117 ms
64 bytes from 10.0.0.2: icmp_req=1276 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1277 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1278 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1279 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1280 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1281 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1282 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1283 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1284 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1285 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1286 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1287 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1288 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1289 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1290 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1291 ttl=64 time=57.3 ms
64 bytes from 10.0.0.2: icmp_req=1292 ttl=64 time=87.1 ms
64 bytes from 10.0.0.2: icmp_req=1293 ttl=64 time=92.7 ms
64 bytes from 10.0.0.2: icmp_req=1294 ttl=64 time=91.6 ms
64 bytes from 10.0.0.2: icmp_req=1295 ttl=64 time=97.5 ms
64 bytes from 10.0.0.2: icmp_req=1296 ttl=64 time=95.3 ms
64 bytes from 10.0.0.2: icmp_req=1297 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1298 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1299 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1300 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1301 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1302 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1303 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1304 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1305 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1306 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1307 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1308 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1309 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1310 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1311 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1312 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1313 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=1314 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1315 ttl=64 time=56.3 ms
64 bytes from 10.0.0.2: icmp_req=1316 ttl=64 time=86.1 ms
64 bytes from 10.0.0.2: icmp_req=1317 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=1318 ttl=64 time=89.6 ms
64 bytes from 10.0.0.2: icmp_req=1319 ttl=64 time=94.8 ms
64 bytes from 10.0.0.2: icmp_req=1320 ttl=64 time=92.6 ms
64 bytes from 10.0.0.2: icmp_req=1321 ttl=64 time=98.5 ms
64 bytes from 10.0.0.2: icmp_req=1322 ttl=64 time=112 ms
64 bytes from 10.0.0.2: icmp_req=1323 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1324 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_req=1325 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=1326 ttl=64 time=118 ms
64 bytes from 10.0.0.2: icmp_req=1327 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_req=1328 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=1330 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1331 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1332 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1333 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1334 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1335 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1336 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1337 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=1338 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1339 ttl=64 time=58.3 ms
64 bytes from 10.0.0.2: icmp_req=1340 ttl=64 time=86.7 ms
64 bytes from 10.0.0.2: icmp_req=1341 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=1342 ttl=64 time=89.6 ms
64 bytes from 10.0.0.2: icmp_req=1343 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=1344 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=1345 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1346 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1347 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1348 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1349 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1350 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1351 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1352 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1353 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1354 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=1355 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1356 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1357 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1358 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1359 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1360 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1361 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1362 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1363 ttl=64 time=53.3 ms
64 bytes from 10.0.0.2: icmp_req=1364 ttl=64 time=83.1 ms
64 bytes from 10.0.0.2: icmp_req=1365 ttl=64 time=88.7 ms
64 bytes from 10.0.0.2: icmp_req=1366 ttl=64 time=85.7 ms
64 bytes from 10.0.0.2: icmp_req=1367 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=1368 ttl=64 time=88.6 ms
64 bytes from 10.0.0.2: icmp_req=1369 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1370 ttl=64 time=98.4 ms
64 bytes from 10.0.0.2: icmp_req=1371 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1372 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1373 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1374 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1375 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1376 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1377 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1378 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1379 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1380 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1382 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1383 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1384 ttl=64 time=84.9 ms
64 bytes from 10.0.0.2: icmp_req=1385 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=1386 ttl=64 time=96.7 ms
64 bytes from 10.0.0.2: icmp_req=1387 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1388 ttl=64 time=98.1 ms
64 bytes from 10.0.0.2: icmp_req=1389 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1390 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1391 ttl=64 time=95.6 ms
64 bytes from 10.0.0.2: icmp_req=1392 ttl=64 time=117 ms
64 bytes from 10.0.0.2: icmp_req=1393 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=1394 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=1395 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1396 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1397 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1398 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1399 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1400 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1401 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1402 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1403 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1404 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1405 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=1406 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1407 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1408 ttl=64 time=80.6 ms
64 bytes from 10.0.0.2: icmp_req=1409 ttl=64 time=85.8 ms
64 bytes from 10.0.0.2: icmp_req=1410 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=1411 ttl=64 time=96.7 ms
64 bytes from 10.0.0.2: icmp_req=1412 ttl=64 time=97.3 ms
64 bytes from 10.0.0.2: icmp_req=1413 ttl=64 time=93.3 ms
64 bytes from 10.0.0.2: icmp_req=1414 ttl=64 time=99.3 ms
64 bytes from 10.0.0.2: icmp_req=1415 ttl=64 time=97.1 ms
64 bytes from 10.0.0.2: icmp_req=1416 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1417 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1418 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1419 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1420 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1421 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1422 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1423 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1424 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1425 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1426 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1427 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1428 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1430 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_req=1431 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1432 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1433 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1434 ttl=64 time=58.4 ms
64 bytes from 10.0.0.2: icmp_req=1435 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=1436 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1437 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1438 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1439 ttl=64 time=98.1 ms
64 bytes from 10.0.0.2: icmp_req=1440 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1441 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1442 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=1443 ttl=64 time=117 ms
64 bytes from 10.0.0.2: icmp_req=1444 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=1445 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=1446 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1447 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1448 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=1449 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1450 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1451 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=1452 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=1453 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1454 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=1455 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1456 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=1457 ttl=64 time=84.8 ms
64 bytes from 10.0.0.2: icmp_req=1458 ttl=64 time=81.7 ms
64 bytes from 10.0.0.2: icmp_req=1459 ttl=64 time=94.9 ms
64 bytes from 10.0.0.2: icmp_req=1460 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1461 ttl=64 time=97.8 ms
64 bytes from 10.0.0.2: icmp_req=1462 ttl=64 time=96.6 ms
64 bytes from 10.0.0.2: icmp_req=1463 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=1464 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1465 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1466 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1467 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1468 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1469 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1470 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1471 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1472 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1473 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1474 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1475 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1476 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1477 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1478 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1479 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1480 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1481 ttl=64 time=40.1 ms
64 bytes from 10.0.0.2: icmp_req=1482 ttl=64 time=87.3 ms
64 bytes from 10.0.0.2: icmp_req=1483 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=1484 ttl=64 time=98.7 ms
64 bytes from 10.0.0.2: icmp_req=1485 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=1486 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=1487 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=1488 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1489 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=1490 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=1491 ttl=64 time=120 ms
64 bytes from 10.0.0.2: icmp_req=1492 ttl=64 time=118 ms
64 bytes from 10.0.0.2: icmp_req=1493 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_req=1494 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=1495 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1496 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1497 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=1498 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=1499 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1500 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1501 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_req=1502 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1503 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1504 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1505 ttl=64 time=49.3 ms
64 bytes from 10.0.0.2: icmp_req=1506 ttl=64 time=87.2 ms
64 bytes from 10.0.0.2: icmp_req=1507 ttl=64 time=84.6 ms
64 bytes from 10.0.0.2: icmp_req=1508 ttl=64 time=81.7 ms
64 bytes from 10.0.0.2: icmp_req=1509 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1510 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1511 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1512 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1513 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1514 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1515 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1516 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1517 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1518 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1519 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=1520 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1521 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1522 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1523 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1524 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=1525 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=1526 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=1527 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=1528 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=1529 ttl=64 time=41.0 ms
64 bytes from 10.0.0.2: icmp_req=1530 ttl=64 time=85.4 ms
64 bytes from 10.0.0.2: icmp_req=1531 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=1532 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1533 ttl=64 time=95.5 ms
64 bytes from 10.0.0.2: icmp_req=1534 ttl=64 time=93.3 ms
64 bytes from 10.0.0.2: icmp_req=1535 ttl=64 time=99.3 ms
64 bytes from 10.0.0.2: icmp_req=1536 ttl=64 time=97.1 ms
64 bytes from 10.0.0.2: icmp_req=1537 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=1538 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=1539 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1540 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1541 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=1542 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=1543 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1544 ttl=64 time=118 ms
64 bytes from 10.0.0.2: icmp_req=1545 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1546 ttl=64 time=80.0 ms
64 bytes from 10.0.0.2: icmp_req=1547 ttl=64 time=85.7 ms
64 bytes from 10.0.0.2: icmp_req=1548 ttl=64 time=82.7 ms
64 bytes from 10.0.0.2: icmp_req=1549 ttl=64 time=87.8 ms
64 bytes from 10.0.0.2: icmp_req=1550 ttl=64 time=84.6 ms
64 bytes from 10.0.0.2: icmp_req=1551 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=1552 ttl=64 time=88.6 ms
