PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_req=402 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=403 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=404 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=405 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=406 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=408 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_req=409 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_req=410 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=411 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=412 ttl=64 time=83.7 ms
64 bytes from 10.0.0.2: icmp_req=413 ttl=64 time=96.9 ms
64 bytes from 10.0.0.2: icmp_req=414 ttl=64 time=87.6 ms
64 bytes from 10.0.0.2: icmp_req=415 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=416 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=417 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=418 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=419 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=420 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=421 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=422 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=423 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=424 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=425 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=426 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=427 ttl=64 time=117 ms
64 bytes from 10.0.0.2: icmp_req=428 ttl=64 time=90.4 ms
64 bytes from 10.0.0.2: icmp_req=429 ttl=64 time=72.0 ms
64 bytes from 10.0.0.2: icmp_req=430 ttl=64 time=85.9 ms
64 bytes from 10.0.0.2: icmp_req=431 ttl=64 time=82.7 ms
64 bytes from 10.0.0.2: icmp_req=432 ttl=64 time=87.8 ms
64 bytes from 10.0.0.2: icmp_req=433 ttl=64 time=84.7 ms
64 bytes from 10.0.0.2: icmp_req=434 ttl=64 time=90.7 ms
64 bytes from 10.0.0.2: icmp_req=435 ttl=64 time=88.5 ms
64 bytes from 10.0.0.2: icmp_req=436 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=437 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=438 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=439 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=440 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=441 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=442 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=443 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=444 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=445 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=446 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=447 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=448 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=449 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=450 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=452 ttl=64 time=156 ms
64 bytes from 10.0.0.2: icmp_req=453 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=454 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=455 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=456 ttl=64 time=88.7 ms
64 bytes from 10.0.0.2: icmp_req=457 ttl=64 time=93.8 ms
64 bytes from 10.0.0.2: icmp_req=458 ttl=64 time=91.6 ms
64 bytes from 10.0.0.2: icmp_req=459 ttl=64 time=89.4 ms
64 bytes from 10.0.0.2: icmp_req=460 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=461 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=462 ttl=64 time=98.4 ms
64 bytes from 10.0.0.2: icmp_req=463 ttl=64 time=105 ms
64 bytes from 10.0.0.2: icmp_req=464 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=465 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=466 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=467 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=468 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=469 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=470 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=471 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=472 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=473 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=474 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=475 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=478 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=479 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=480 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=481 ttl=64 time=84.7 ms
64 bytes from 10.0.0.2: icmp_req=482 ttl=64 time=89.8 ms
64 bytes from 10.0.0.2: icmp_req=483 ttl=64 time=96.7 ms
64 bytes from 10.0.0.2: icmp_req=484 ttl=64 time=96.7 ms
64 bytes from 10.0.0.2: icmp_req=485 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=486 ttl=64 time=97.8 ms
64 bytes from 10.0.0.2: icmp_req=487 ttl=64 time=95.6 ms
64 bytes from 10.0.0.2: icmp_req=488 ttl=64 time=117 ms
64 bytes from 10.0.0.2: icmp_req=489 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=490 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=491 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=492 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=493 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=494 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=495 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=496 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=497 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=498 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=499 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=500 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=501 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=502 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=503 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=504 ttl=64 time=73.5 ms
64 bytes from 10.0.0.2: icmp_req=505 ttl=64 time=86.9 ms
64 bytes from 10.0.0.2: icmp_req=506 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=507 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=508 ttl=64 time=95.5 ms
64 bytes from 10.0.0.2: icmp_req=509 ttl=64 time=93.4 ms
64 bytes from 10.0.0.2: icmp_req=510 ttl=64 time=98.0 ms
64 bytes from 10.0.0.2: icmp_req=511 ttl=64 time=112 ms
64 bytes from 10.0.0.2: icmp_req=512 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=513 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=514 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=515 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=516 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=517 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=518 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=519 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=520 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=521 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=522 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=523 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=524 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=525 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=526 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=527 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=528 ttl=64 time=40.1 ms
64 bytes from 10.0.0.2: icmp_req=529 ttl=64 time=86.4 ms
64 bytes from 10.0.0.2: icmp_req=530 ttl=64 time=91.7 ms
64 bytes from 10.0.0.2: icmp_req=531 ttl=64 time=97.6 ms
64 bytes from 10.0.0.2: icmp_req=532 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=533 ttl=64 time=94.4 ms
64 bytes from 10.0.0.2: icmp_req=534 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=535 ttl=64 time=98.2 ms
64 bytes from 10.0.0.2: icmp_req=536 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=537 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=538 ttl=64 time=117 ms
64 bytes from 10.0.0.2: icmp_req=539 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_req=540 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=541 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=542 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=543 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=544 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=545 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=546 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=547 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=548 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=549 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=550 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=551 ttl=64 time=137 ms
64 bytes from 10.0.0.2: icmp_req=552 ttl=64 time=45.3 ms
64 bytes from 10.0.0.2: icmp_req=553 ttl=64 time=83.2 ms
64 bytes from 10.0.0.2: icmp_req=554 ttl=64 time=96.9 ms
64 bytes from 10.0.0.2: icmp_req=555 ttl=64 time=102 ms
64 bytes from 10.0.0.2: icmp_req=556 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=557 ttl=64 time=95.6 ms
64 bytes from 10.0.0.2: icmp_req=558 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=559 ttl=64 time=97.8 ms
64 bytes from 10.0.0.2: icmp_req=560 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=561 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=562 ttl=64 time=115 ms
64 bytes from 10.0.0.2: icmp_req=563 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=564 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=565 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=566 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=567 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=568 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=569 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=570 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=571 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=572 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=573 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=574 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=575 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=576 ttl=64 time=41.1 ms
64 bytes from 10.0.0.2: icmp_req=577 ttl=64 time=87.3 ms
64 bytes from 10.0.0.2: icmp_req=578 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=579 ttl=64 time=98.7 ms
64 bytes from 10.0.0.2: icmp_req=580 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=581 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=582 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=583 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=584 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=585 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=586 ttl=64 time=112 ms
64 bytes from 10.0.0.2: icmp_req=587 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=588 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=589 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=590 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=591 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=592 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=593 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=594 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_req=595 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=596 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=597 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=598 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=599 ttl=64 time=134 ms
64 bytes from 10.0.0.2: icmp_req=600 ttl=64 time=42.1 ms
64 bytes from 10.0.0.2: icmp_req=601 ttl=64 time=80.2 ms
64 bytes from 10.0.0.2: icmp_req=602 ttl=64 time=94.9 ms
64 bytes from 10.0.0.2: icmp_req=603 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=604 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=605 ttl=64 time=95.6 ms
64 bytes from 10.0.0.2: icmp_req=606 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=607 ttl=64 time=97.6 ms
64 bytes from 10.0.0.2: icmp_req=608 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=609 ttl=64 time=111 ms
64 bytes from 10.0.0.2: icmp_req=610 ttl=64 time=116 ms
64 bytes from 10.0.0.2: icmp_req=611 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=612 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=613 ttl=64 time=132 ms
64 bytes from 10.0.0.2: icmp_req=614 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=615 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=616 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=617 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=618 ttl=64 time=149 ms
64 bytes from 10.0.0.2: icmp_req=619 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=620 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=621 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=622 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=623 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=624 ttl=64 time=43.3 ms
64 bytes from 10.0.0.2: icmp_req=625 ttl=64 time=87.0 ms
64 bytes from 10.0.0.2: icmp_req=626 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=627 ttl=64 time=98.7 ms
64 bytes from 10.0.0.2: icmp_req=628 ttl=64 time=96.5 ms
64 bytes from 10.0.0.2: icmp_req=629 ttl=64 time=94.3 ms
64 bytes from 10.0.0.2: icmp_req=630 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=631 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=632 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=633 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=634 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=635 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=636 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=637 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=638 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=639 ttl=64 time=146 ms
64 bytes from 10.0.0.2: icmp_req=641 ttl=64 time=135 ms
64 bytes from 10.0.0.2: icmp_req=642 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=643 ttl=64 time=74.2 ms
64 bytes from 10.0.0.2: icmp_req=644 ttl=64 time=79.8 ms
64 bytes from 10.0.0.2: icmp_req=645 ttl=64 time=76.6 ms
64 bytes from 10.0.0.2: icmp_req=646 ttl=64 time=81.8 ms
64 bytes from 10.0.0.2: icmp_req=647 ttl=64 time=94.9 ms
64 bytes from 10.0.0.2: icmp_req=648 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=649 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=650 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=651 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=652 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=653 ttl=64 time=113 ms
64 bytes from 10.0.0.2: icmp_req=654 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=655 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=656 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=657 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=658 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=659 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=660 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=661 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=662 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=663 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=664 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=665 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=666 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=667 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=668 ttl=64 time=95.9 ms
64 bytes from 10.0.0.2: icmp_req=669 ttl=64 time=85.6 ms
64 bytes from 10.0.0.2: icmp_req=670 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=671 ttl=64 time=89.6 ms
64 bytes from 10.0.0.2: icmp_req=672 ttl=64 time=94.8 ms
64 bytes from 10.0.0.2: icmp_req=673 ttl=64 time=92.6 ms
64 bytes from 10.0.0.2: icmp_req=674 ttl=64 time=98.5 ms
64 bytes from 10.0.0.2: icmp_req=675 ttl=64 time=112 ms
64 bytes from 10.0.0.2: icmp_req=676 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=677 ttl=64 time=106 ms
64 bytes from 10.0.0.2: icmp_req=678 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=679 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=680 ttl=64 time=121 ms
64 bytes from 10.0.0.2: icmp_req=681 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=682 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=683 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=684 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=685 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=686 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=687 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=688 ttl=64 time=154 ms
64 bytes from 10.0.0.2: icmp_req=689 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=690 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_req=691 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=692 ttl=64 time=54.8 ms
64 bytes from 10.0.0.2: icmp_req=693 ttl=64 time=87.0 ms
64 bytes from 10.0.0.2: icmp_req=694 ttl=64 time=93.2 ms
64 bytes from 10.0.0.2: icmp_req=695 ttl=64 time=91.0 ms
64 bytes from 10.0.0.2: icmp_req=696 ttl=64 time=96.9 ms
64 bytes from 10.0.0.2: icmp_req=697 ttl=64 time=94.7 ms
64 bytes from 10.0.0.2: icmp_req=698 ttl=64 time=100 ms
64 bytes from 10.0.0.2: icmp_req=699 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=700 ttl=64 time=103 ms
64 bytes from 10.0.0.2: icmp_req=701 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=702 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=703 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=704 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=705 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=706 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=707 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=708 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=709 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=710 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=711 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=712 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=713 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=714 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=715 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=716 ttl=64 time=56.3 ms
64 bytes from 10.0.0.2: icmp_req=717 ttl=64 time=86.1 ms
64 bytes from 10.0.0.2: icmp_req=718 ttl=64 time=91.8 ms
64 bytes from 10.0.0.2: icmp_req=719 ttl=64 time=89.6 ms
64 bytes from 10.0.0.2: icmp_req=720 ttl=64 time=94.8 ms
64 bytes from 10.0.0.2: icmp_req=721 ttl=64 time=93.6 ms
64 bytes from 10.0.0.2: icmp_req=722 ttl=64 time=99.5 ms
64 bytes from 10.0.0.2: icmp_req=723 ttl=64 time=97.4 ms
64 bytes from 10.0.0.2: icmp_req=724 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=725 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=726 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=727 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=728 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=729 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=730 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=731 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=732 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=733 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=734 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=735 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=736 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=737 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=738 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=739 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=740 ttl=64 time=57.2 ms
64 bytes from 10.0.0.2: icmp_req=741 ttl=64 time=87.1 ms
64 bytes from 10.0.0.2: icmp_req=742 ttl=64 time=92.8 ms
64 bytes from 10.0.0.2: icmp_req=743 ttl=64 time=90.6 ms
64 bytes from 10.0.0.2: icmp_req=744 ttl=64 time=96.9 ms
64 bytes from 10.0.0.2: icmp_req=745 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=746 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=747 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=748 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=749 ttl=64 time=108 ms
64 bytes from 10.0.0.2: icmp_req=750 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=751 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=752 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=753 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=754 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=755 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=756 ttl=64 time=136 ms
64 bytes from 10.0.0.2: icmp_req=757 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=758 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=759 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=760 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=761 ttl=64 time=153 ms
64 bytes from 10.0.0.2: icmp_req=762 ttl=64 time=150 ms
64 bytes from 10.0.0.2: icmp_req=763 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=764 ttl=64 time=55.3 ms
64 bytes from 10.0.0.2: icmp_req=765 ttl=64 time=85.1 ms
64 bytes from 10.0.0.2: icmp_req=766 ttl=64 time=90.8 ms
64 bytes from 10.0.0.2: icmp_req=767 ttl=64 time=88.6 ms
64 bytes from 10.0.0.2: icmp_req=768 ttl=64 time=93.8 ms
64 bytes from 10.0.0.2: icmp_req=769 ttl=64 time=91.6 ms
64 bytes from 10.0.0.2: icmp_req=770 ttl=64 time=98.5 ms
64 bytes from 10.0.0.2: icmp_req=771 ttl=64 time=96.3 ms
64 bytes from 10.0.0.2: icmp_req=772 ttl=64 time=118 ms
64 bytes from 10.0.0.2: icmp_req=773 ttl=64 time=109 ms
64 bytes from 10.0.0.2: icmp_req=774 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=775 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=776 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=777 ttl=64 time=129 ms
64 bytes from 10.0.0.2: icmp_req=778 ttl=64 time=126 ms
64 bytes from 10.0.0.2: icmp_req=779 ttl=64 time=123 ms
64 bytes from 10.0.0.2: icmp_req=780 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=781 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=782 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=783 ttl=64 time=144 ms
64 bytes from 10.0.0.2: icmp_req=784 ttl=64 time=141 ms
64 bytes from 10.0.0.2: icmp_req=785 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_req=786 ttl=64 time=151 ms
64 bytes from 10.0.0.2: icmp_req=787 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=788 ttl=64 time=56.3 ms
