1358763795.963765,0
1358763796.078550,15
1358763796.192083,18
1358763796.305723,26
1358763796.419180,38
1358763796.532860,40
1358763796.646488,43
1358763796.763548,46
1358763796.878349,50
1358763796.994359,57
1358763797.108124,47
1358763797.223352,57
1358763797.339889,68
1358763797.454810,81
1358763797.568233,66
1358763797.681582,78
1358763797.795246,65
1358763797.908867,81
1358763798.022669,92
1358763798.137634,85
1358763798.253679,99
1358763798.367373,90
1358763798.480767,77
1358763798.594271,94
1358763798.707759,81
1358763798.821190,97
1358763798.934659,84
1358763799.048498,69
1358763799.162117,57
1358763799.275632,48
1358763799.389031,35
1358763799.502432,23
1358763799.615923,45
1358763799.729356,45
1358763799.842754,46
1358763799.956106,46
1358763800.069394,47
1358763800.182672,46
1358763800.295947,47
1358763800.409237,47
1358763800.522760,49
1358763800.636078,49
1358763800.749530,49
1358763800.862889,50
1358763800.976533,50
1358763801.090206,50
1358763801.203610,51
1358763801.317045,51
1358763801.430703,53
1358763801.543988,51
1358763801.657382,52
1358763801.770992,52
1358763801.884668,52
1358763801.998160,53
1358763802.111806,54
1358763802.225213,54
1358763802.338713,53
1358763802.452260,61
1358763802.565769,60
1358763802.679327,61
1358763802.793019,62
1358763802.906775,67
1358763803.020226,67
1358763803.133846,67
1358763803.247534,67
1358763803.361204,75
1358763803.474577,79
1358763803.588033,79
1358763803.701488,79
1358763803.815099,80
1358763803.928474,79
1358763804.041826,82
1358763804.155346,82
1358763804.268778,82
1358763804.382383,82
1358763804.495929,87
1358763804.609285,99
1358763804.723129,98
1358763804.836622,98
1358763804.952110,97
1358763805.067064,99
1358763805.180876,98
1358763805.294757,94
1358763805.410092,88
1358763805.523563,88
1358763805.637065,88
1358763805.750654,89
1358763805.864126,79
1358763805.977687,67
1358763806.091011,65
1358763806.204533,65
1358763806.317915,65
1358763806.431332,66
1358763806.544795,62
1358763806.658254,63
1358763806.771644,63
1358763806.885105,63
1358763806.998649,62
1358763807.112065,63
1358763807.225553,63
1358763807.338936,62
1358763807.452254,63
1358763807.565697,64
1358763807.679289,64
1358763807.792885,64
1358763807.906405,65
1358763808.019918,65
1358763808.133346,65
1358763808.246928,64
1358763808.360286,64
1358763808.473647,66
1358763808.587287,66
1358763808.701245,66
1358763808.814675,66
1358763808.928340,67
1358763809.041818,67
1358763809.155304,67
1358763809.268704,67
1358763809.382182,66
1358763809.495831,67
1358763809.609381,67
1358763809.722826,67
1358763809.836566,67
1358763809.949963,67
1358763810.064907,67
1358763810.178725,67
1358763810.292863,67
1358763810.406662,67
1358763810.520097,68
1358763810.633791,67
1358763810.747401,69
1358763810.860823,69
1358763810.975622,69
1358763811.089074,69
1358763811.202704,69
1358763811.316229,69
1358763811.429692,69
1358763811.543495,71
1358763811.657016,71
1358763811.770491,71
1358763811.883921,71
1358763811.997448,71
1358763812.111068,77
1358763812.224606,75
1358763812.337994,77
1358763812.451381,75
1358763812.564778,78
1358763812.678404,82
1358763812.792086,82
1358763812.905679,82
1358763813.020419,82
1358763813.133906,88
1358763813.247672,94
1358763813.361660,93
1358763813.475064,93
1358763813.588529,93
1358763813.701999,93
1358763813.815465,96
1358763813.929018,95
1358763814.042500,96
1358763814.156079,94
1358763814.269523,95
1358763814.382942,95
1358763814.496250,99
1358763814.609732,94
1358763814.723081,100
1358763814.836595,100
1358763814.949967,100
1358763815.063523,100
1358763815.177037,97
1358763815.290447,93
1358763815.404017,87
1358763815.517774,85
1358763815.631266,85
1358763815.745184,85
1358763815.858661,85
1358763815.972033,82
1358763816.085827,91
1358763816.199304,91
1358763816.312692,92
1358763816.426238,93
1358763816.539757,93
1358763816.653442,91
1358763816.766950,84
1358763816.880397,85
1358763816.994062,84
1358763817.107725,84
1358763817.221185,85
1358763817.334630,77
1358763817.448030,76
1358763817.562015,75
1358763817.675659,75
1358763817.789302,76
1358763817.902856,76
1358763818.016267,74
1358763818.129659,76
1358763818.243062,76
1358763818.356408,76
1358763818.469925,76
1358763818.583458,75
1358763818.696754,75
1358763818.810449,73
1358763818.923815,75
1358763819.037146,74
1358763819.150628,75
1358763819.264038,76
1358763819.377363,76
1358763819.492897,76
1358763819.608502,74
1358763819.723261,76
1358763819.836940,74
1358763819.950799,77
1358763820.064547,75
1358763820.180125,77
1358763820.294092,77
1358763820.407746,78
1358763820.521383,75
1358763820.634804,75
1358763820.748931,76
1358763820.862414,77
1358763820.977803,76
1358763821.092960,78
1358763821.206930,78
1358763821.322421,76
1358763821.437922,77
1358763821.553464,79
1358763821.668866,79
1358763821.783382,79
1358763821.898505,78
1358763822.013639,78
1358763822.127145,78
1358763822.240609,78
1358763822.357341,77
1358763822.472811,79
1358763822.588168,79
1358763822.703379,79
1358763822.818665,80
1358763822.932069,80
1358763823.046555,86
1358763823.161785,85
1358763823.275682,85
1358763823.389076,86
1358763823.502546,86
1358763823.620311,91
1358763823.736429,91
1358763823.852414,91
1358763823.970019,92
1358763824.085571,93
1358763824.199205,94
1358763824.314473,97
1358763824.428865,97
1358763824.542750,97
1358763824.656198,97
1358763824.769680,97
1358763824.885535,97
1358763825.000994,95
1358763825.116347,96
1358763825.231589,96
1358763825.346938,96
1358763825.460590,96
1358763825.575438,96
1358763825.688992,99
1358763825.802407,97
1358763825.918160,98
1358763826.033333,97
1358763826.147087,99
1358763826.262015,98
1358763826.375625,98
1358763826.490990,87
1358763826.606045,80
1358763826.721307,73
1358763826.836657,67
1358763826.953754,59
1358763827.069351,52
1358763827.184827,54
1358763827.300065,52
1358763827.415476,51
1358763827.529107,52
1358763827.642604,52
1358763827.755991,53
1358763827.869601,53
1358763827.983049,54
1358763828.096566,54
1358763828.209943,54
1358763828.323551,55
1358763828.436967,53
1358763828.550361,54
1358763828.663741,55
1358763828.777156,56
1358763828.890554,56
1358763829.003966,56
1358763829.117420,56
1358763829.230820,52
1358763829.344140,50
1358763829.457493,50
1358763829.570856,47
1358763829.684197,46
1358763829.797544,47
1358763829.910946,45
1358763830.024328,45
1358763830.138397,44
1358763830.251652,45
1358763830.365027,45
1358763830.478476,45
1358763830.591927,45
1358763830.705421,46
1358763830.819258,46
1358763830.932631,47
1358763831.046127,47
1358763831.159699,46
1358763831.273189,46
1358763831.386526,47
1358763831.499931,47
1358763831.613349,48
1358763831.726713,49
1358763831.840192,49
1358763831.953586,49
1358763832.067081,48
1358763832.180360,48
1358763832.293729,48
1358763832.407097,49
1358763832.520480,50
1358763832.633824,49
1358763832.747144,49
1358763832.860466,49
1358763832.973778,49
1358763833.087125,48
1358763833.200744,49
1358763833.314193,49
1358763833.427595,50
1358763833.541015,50
1358763833.654419,50
1358763833.767797,50
1358763833.881166,50
1358763833.995038,51
1358763834.108660,51
1358763834.222103,51
1358763834.335443,52
1358763834.448821,52
1358763834.562964,52
1358763834.676475,53
1358763834.789754,54
1358763834.903265,54
1358763835.016733,60
1358763835.130369,57
1358763835.243767,60
1358763835.357204,60
1358763835.470577,63
1358763835.583997,62
1358763835.697293,63
1358763835.810592,63
1358763835.923961,63
1358763836.037415,63
1358763836.150691,62
1358763836.264155,63
1358763836.377489,64
1358763836.490924,64
1358763836.604378,66
1358763836.717877,66
1358763836.831477,67
1358763836.945797,65
1358763837.059183,65
1358763837.172600,66
1358763837.286244,67
1358763837.399624,67
1358763837.512875,67
1358763837.626209,68
1358763837.739547,68
1358763837.854190,69
1358763837.967622,67
1358763838.080967,67
1358763838.194399,67
1358763838.307920,69
1358763838.421281,67
1358763838.535598,67
1358763838.649755,68
1358763838.763248,68
1358763838.876507,69
1358763838.990042,69
1358763839.103394,69
1358763839.216746,69
1358763839.330393,68
1358763839.443815,70
1358763839.557139,70
1358763839.670532,72
1358763839.783907,72
1358763839.897192,71
1358763840.010824,71
1358763840.124275,71
1358763840.237572,71
1358763840.350927,69
1358763840.464138,71
1358763840.577488,71
1358763840.690905,72
1358763840.804321,73
1358763840.917571,68
1358763841.031083,60
1358763841.144435,60
1358763841.257806,61
1358763841.373079,60
1358763841.487958,58
1358763841.603514,59
1358763841.718971,60
1358763841.833509,60
1358763841.947547,59
1358763842.064073,59
1358763842.180008,59
1358763842.295513,60
1358763842.414621,61
1358763842.529778,61
1358763842.644821,61
1358763842.759727,60
1358763842.874316,60
1358763842.988975,60
1358763843.103612,61
1358763843.217142,61
1358763843.330941,61
1358763843.445570,61
1358763843.559543,61
1358763843.673204,61
1358763843.786760,61
1358763843.900672,61
1358763844.014198,62
1358763844.127655,63
1358763844.241073,63
1358763844.355198,63
1358763844.468646,63
1358763844.582026,64
1358763844.695489,63
1358763844.809120,63
1358763844.922646,64
1358763845.036156,64
1358763845.149677,64
1358763845.263074,64
1358763845.376474,62
1358763845.489813,64
1358763845.603301,63
1358763845.716824,63
1358763845.830470,64
1358763845.943956,64
1358763846.057554,65
1358763846.170944,65
1358763846.284220,65
1358763846.398213,65
1358763846.511695,71
1358763846.625176,71
1358763846.738699,72
1358763846.852074,72
1358763846.965487,72
1358763847.080438,76
1358763847.193837,74
1358763847.308452,76
1358763847.422226,74
1358763847.535815,75
1358763847.649194,75
1358763847.762621,76
1358763847.876076,77
1358763847.989389,77
1358763848.102892,79
1358763848.216274,77
1358763848.329751,76
1358763848.443125,76
1358763848.556538,77
1358763848.669980,75
1358763848.783374,79
1358763848.896722,80
1358763849.010181,78
1358763849.123507,80
1358763849.236903,77
1358763849.350368,78
1358763849.463752,80
1358763849.577164,80
1358763849.690520,80
1358763849.803887,80
1358763849.917329,80
1358763850.030710,80
1358763850.143994,80
1358763850.257336,80
1358763850.370736,80
1358763850.484053,77
1358763850.597387,80
1358763850.710745,80
